id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SS0E2863F09	TNFRSF17_TNFSF13B	simple:Q02223	simple:Q9Y275	TNFRSF17	TNFSF13B	True	True	False	curated	False	19.55081	65.69776	17.34866	88.584	21.7177	19.81876	0.0	0.0	0.0	0.0	0.0	0.0	2.93687	49.08382	0.73472	71.97006	5.10376	3.20482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.90232	49.04926	0.70017	71.93551	5.0692	3.17026
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	TNFRSF13C	TNFSF13B	True	True	False	guidetopharmacology.org	False	10.98813	57.13507	8.78598	80.02132	13.15501	11.25607	2.88128	49.02823	0.67913	71.91448	5.04817	3.14923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39691	49.54386	1.19476	72.4301	5.5638	3.66486
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	CD74	APP	False	True	False	curated	False	9855.18689	9958.04197	10318.7367	9868.50857	9842.42499	9849.46922	390.74824	493.60333	854.29805	404.06993	377.98635	385.03058	1613.79334	1716.64843	2077.34316	1627.11503	1601.03145	1608.07568	11817.84187	11920.69696	12281.39168	11831.16356	11805.07998	11812.12421	686.50979	789.36487	1150.0596	699.83148	673.7479	680.79212	1177.94358	1280.79866	1641.49339	1191.26526	1165.18168	1172.22591
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	curated	False	34.26335	21.01185	25.17301	26.72425	60.85921	57.20443	70.288	57.0365	61.19766	62.7489	96.88386	93.22909	103.73847	90.48697	94.64812	96.19937	130.33432	126.67955	198.49784	185.24634	189.4075	190.95874	225.0937	221.43893	86.63815	73.38665	77.5478	79.09905	113.23401	109.57923	32.4006	19.1491	23.31025	24.8615	58.99645	55.34168
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	38.61093	16.42454	16.53762	39.89643	188.79802	114.65386	74.63559	52.44919	52.56228	75.92108	224.82267	150.67851	108.08605	85.89966	86.01274	109.37155	258.27314	184.12898	202.84543	180.65903	180.77212	204.13092	353.03251	278.88836	90.98573	68.79934	68.91242	92.27123	241.17282	167.02866	36.74818	14.56179	14.67487	38.03368	186.93526	112.79111
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	True	True	False	I2D,InnateDB-All	False	1.44054	1.37592	0.0	0.0	151.87495	55.7057	70.579	70.51437	0.0	0.0	221.01341	124.84416	97.00012	96.9355	0.0	0.0	247.43453	151.26528	63.88406	63.81943	0.0	0.0	214.31847	118.14921	50.75126	50.68663	0.0	0.0	201.18566	105.01641	17.01108	16.94645	0.0	0.0	167.44548	71.27623
CPI-SS0049FD74F	TNFRSF10B_FASLG	simple:O14763	simple:P48023	TNFRSF10B	FASLG	True	True	False	I2D,InnateDB-All	False	22.16562	22.10099	0.0	0.0	172.60003	76.43077	20.63373	20.5691	0.0	0.0	171.06813	74.89888	40.80462	40.74	0.0	0.0	191.23903	95.06978	14.44223	14.3776	0.0	0.0	164.87663	68.70738	4.87221	4.80758	0.0	0.0	155.30662	59.13737	15.98171	15.91709	0.0	0.0	166.41612	70.24687
CPI-SS00086659A	TNFRSF6B_FASLG	simple:O95407	simple:P48023	TNFRSF6B	FASLG	True	False	False	curated	False	1.41456	1.34993	0.0	0.0	151.84897	55.67972	64.58218	64.51755	0.0	0.0	215.01659	118.84733	85.03613	84.9715	0.0	0.0	235.47053	139.30128	4.11112	4.04649	0.0	0.0	154.54552	58.37627	5.02058	4.95595	0.0	0.0	155.45498	59.28573	1.39846	1.33383	0.0	0.0	151.83287	55.66361
CPI-SS03A0C857B	FAS_FASLG	simple:P25445	simple:P48023	FAS	FASLG	True	True	False	curated	False	2.77392	2.70929	0.0	0.0	153.20833	57.03907	36.37998	36.31535	0.0	0.0	186.81438	90.64513	0.62396	0.55934	0.0	0.0	151.05837	54.88912	9.0709	9.00627	0.0	0.0	159.50531	63.33605	24.15432	24.0897	0.0	0.0	174.58873	78.41948	36.06477	36.00015	0.0	0.0	186.49918	90.32993
CPI-SS004A073E1	NTRK1_NTF3	simple:P04629	simple:P20783	NTRK1	NTF3	True	True	False	curated	False	0.0	0.85761	0.45064	0.0	0.0	0.01564	0.0	2.35103	1.94406	0.0	0.0	1.50906	0.0	0.9128	0.50583	0.0	0.0	0.07083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88317	0.4762	0.0	0.0	0.0412	0.0	2.43578	2.02881	0.0	0.0	1.59381
CPI-SS0ADA587B4	NGFR_NTF3	simple:P08138	simple:P20783	NGFR	NTF3	True	True	False	curated	False	0.0	0.99401	0.58704	0.0	0.0	0.15204	0.0	17.99038	17.58341	0.0	0.0	17.14841	0.0	0.85903	0.45206	0.0	0.0	0.01706	0.0	1.26748	0.86051	0.0	0.0	0.42551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01915	0.61218	0.0	0.0	0.17718
CPI-SS0B1AB068C	NTRK1_GPI	simple:P04629	simple:P06744	NTRK1	GPI	True	True	False	InnateDB-All	False	65.38647	76.36906	74.21254	88.50486	69.67639	98.47679	66.87989	77.86248	75.70596	89.99828	71.16981	99.97021	65.44166	76.42425	74.26773	88.56005	69.73159	98.53198	0.0	0.0	0.0	0.0	0.0	0.0	65.41203	76.39462	74.2381	88.53042	69.70195	98.50235	66.96464	77.94723	75.7907	90.08303	71.25456	100.05496
CPI-SS0391D4602	NTRK1_NAMPT	simple:P04629	simple:P43490	NTRK1	NAMPT	True	True	False	InnateDB-All	False	11.51784	56.74767	71.75323	202.06077	7.84951	22.45137	13.01126	58.24109	73.24666	203.55419	9.34293	23.94479	11.57303	56.80286	71.80843	202.11597	7.9047	22.50657	0.0	0.0	0.0	0.0	0.0	0.0	11.5434	56.77323	71.77879	202.08633	7.87507	22.47693	13.096	58.32584	73.3314	203.63894	9.42768	24.02954
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	27.25963	72.48946	87.49502	217.80256	23.5913	38.19316	13.05117	58.281	73.28656	203.5941	9.38284	23.9847	12.71633	57.94616	72.95173	203.25927	9.048	23.64987	15.60002	60.82985	75.83542	206.14296	11.93169	26.53356	12.25206	57.4819	72.48746	202.795	8.58373	23.1856	50.21267	95.44251	110.44807	240.75561	46.54435	61.14621
CPI-SS05D1A6BEF	NTRK1_AIMP1	simple:P04629	simple:Q12904	NTRK1	AIMP1	True	True	False	InnateDB-All	False	13.9489	17.38436	11.51752	12.14286	24.16435	13.68221	15.44232	18.87778	13.01094	13.63628	25.65778	15.17564	14.00409	17.43955	11.57271	12.19806	24.21955	13.73741	0.0	0.0	0.0	0.0	0.0	0.0	13.97446	17.40992	11.54308	12.16842	24.18991	13.70777	15.52707	18.96252	13.09569	13.72103	25.74252	15.26038
CPI-SS06F83AE58	CD44_SELE	simple:P16070	simple:P16581	CD44	SELE	False	True	False	curated	False	111.83063	0.0	233.35686	111.47483	0.0	111.59392	123.97851	0.0	245.50474	123.6227	0.0	123.74179	4.64204	0.0	126.16827	4.28624	0.0	4.40533	146.03265	0.0	267.55888	145.67685	0.0	145.79594	172.66155	0.0	294.18778	172.30574	0.0	172.42483	165.12822	0.0	286.65445	164.77241	0.0	164.8915
CPI-SS0BDC04683	CEACAM1_SELE	simple:P13688	simple:P16581	CEACAM1	SELE	True	False	False	curated	False	5.83313	0.0	127.35935	5.47732	0.0	5.59641	0.53184	0.0	122.05807	0.17603	0.0	0.29512	30.32301	0.0	151.84923	29.9672	0.0	30.08629	1.9891	0.0	123.51533	1.63329	0.0	1.75238	0.40061	0.0	121.92684	0.0448	0.0	0.16389	3.9786	0.0	125.50482	3.62279	0.0	3.74188
CPI-SS074CF011C	ERBB4_NRG4	simple:Q15303	simple:Q8WWG1	ERBB4	NRG4	True	True	False	curated	False	1.90122	1.05451	0.98673	0.33815	0.0	0.87028	1.67966	0.83295	0.76518	0.1166	0.0	0.64873	1.71327	0.86656	0.79879	0.1502	0.0	0.68233	1.68113	0.83442	0.76664	0.11806	0.0	0.65019	0.0	0.0	0.0	0.0	0.0	0.0	1.79395	0.94724	0.87947	0.23088	0.0	0.76301
CPI-SS04C8BC444	KLRF2_CLEC2A	simple:D3W0D1	simple:Q6UVW9	KLRF2	CLEC2A	False	True	True	curated	False	0.46108	0.35805	0.57718	0.0	0.0	0.15505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44721	0.34417	0.5633	0.0	0.0	0.14117
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	NRP1	VEGFA	True	True	False	curated	False	0.34966	4.84037	0.48858	3.76633	0.0	0.47889	110.95047	115.44118	111.08939	114.36714	0.0	111.0797	95.403	99.89371	95.54192	98.81967	0.0	95.53223	50.76057	55.25128	50.89948	54.17723	0.0	50.8898	2.94581	7.43652	3.08473	6.36248	0.0	3.07505	6.27938	10.77009	6.41829	9.69604	0.0	6.40861
CPI-SS0E00478B4	NRP2_VEGFA	simple:O60462	simple:P15692	NRP2	VEGFA	True	True	False	curated	False	1.79152	6.28223	1.93043	5.20818	0.0	1.92075	8.93533	13.42604	9.07425	12.352	0.0	9.06456	46.85938	51.35009	46.99829	50.27604	0.0	46.98861	9.81907	14.30978	9.95798	13.23573	0.0	9.9483	0.0	0.0	0.0	0.0	0.0	0.0	0.76411	5.25483	0.90303	4.18078	0.0	0.89335
CPI-SS0855C0353	NRP1_PGF	simple:O14786	simple:P49763	NRP1	PGF	True	True	False	curated	False	1.13689	49.3652	32.00914	1.22996	0.0	0.3999	111.7377	159.96601	142.60995	111.83077	0.0	111.00071	96.19024	144.41854	127.06248	96.2833	0.0	95.45324	51.5478	99.77611	82.42005	51.64086	0.0	50.81081	3.73305	51.96135	34.60529	3.82611	0.0	2.99606	7.06661	55.29491	37.93885	7.15967	0.0	6.32962
CPI-SS0D22A09AD	NRP2_PGF	simple:O60462	simple:P49763	NRP2	PGF	True	True	False	curated	False	2.57875	50.80705	33.45099	2.67181	0.0	1.84176	9.72257	57.95087	40.59481	9.81563	0.0	8.98557	47.64661	95.87491	78.51885	47.73967	0.0	46.90962	10.6063	58.83461	41.47855	10.69937	0.0	9.86931	0.0	0.0	0.0	0.0	0.0	0.0	1.55135	49.77965	32.42359	1.64441	0.0	0.81436
CPI-SS0E61DB5DF	FLT1_PGF	simple:P17948	simple:P49763	FLT1	PGF	True	True	False	curated	False	5.77671	54.00502	36.64896	5.86978	0.0	5.03972	2.96055	51.18885	33.83279	3.05361	0.0	2.22356	58.58323	106.81153	89.45548	58.67629	0.0	57.84624	5.10483	53.33313	35.97708	5.19789	0.0	4.36784	4.93791	53.16621	35.81015	5.03097	0.0	4.20092	5.2761	53.5044	36.14835	5.36916	0.0	4.53911
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	NRP1	VEGFB	True	True	False	curated	False	3.72807	3.34512	7.80075	5.08442	2.85011	2.10492	114.32888	113.94593	118.40156	115.68523	113.45092	112.70573	98.78141	98.39847	102.85409	100.13776	97.90345	97.15826	54.13898	53.75603	58.21165	55.49533	53.26102	52.51583	6.32422	5.94128	10.3969	7.68057	5.44627	4.70108	9.65778	9.27484	13.73046	11.01413	8.77983	8.03464
CPI-SS0947A8549	FLT1_VEGFB	simple:P17948	simple:P49765	FLT1	VEGFB	True	True	False	curated	False	8.36789	7.98494	12.44057	9.72424	7.48993	6.74474	5.55172	5.16878	9.6244	6.90807	4.67377	3.92858	61.1744	60.79146	65.24708	62.53075	60.29645	59.55126	7.69601	7.31306	11.76868	9.05236	6.81805	6.07286	7.52908	7.14614	11.60176	8.88543	6.65113	5.90594	7.86728	7.48433	11.93995	9.22363	6.98932	6.24413
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ADRB2	VEGFB	True	True	False	InnateDB-All	False	20.46243	20.07948	24.5351	21.81878	19.58447	18.83928	6.15507	5.77213	10.22775	7.51142	5.27712	4.53193	17.42995	17.047	21.50262	18.7863	16.55199	15.8068	15.36511	14.98217	19.43779	16.72146	14.48716	13.74197	104.1796	103.79666	108.25228	105.53595	103.30165	102.55646	16.85229	16.46935	20.92497	18.20864	15.97434	15.22915
CPI-SS08083B141	NRP1_SEMA3A	simple:O14786	simple:Q14563	NRP1	SEMA3A	True	True	False	curated	False	0.49428	5.0954	37.82008	0.4178	5.36545	0.49611	111.09509	115.69621	148.42089	111.01861	115.96626	111.09692	95.54762	100.14874	132.87342	95.47114	100.41879	95.54945	50.90518	55.50631	88.23099	50.8287	55.77636	50.90702	3.09043	7.69155	40.41623	3.01395	7.9616	3.09227	6.42399	11.02511	43.74979	6.34751	11.29516	6.42583
CPI-SS0F15C1AB3	NRP2_SEMA3F	simple:O60462	simple:Q13275	NRP2	SEMA3F	True	True	False	curated	False	1.72515	1.76112	5.62465	0.0	0.0	1.73127	8.86897	8.90494	12.76846	0.0	0.0	8.87508	46.79301	46.82898	50.69251	0.0	0.0	46.79913	9.7527	9.78868	13.6522	0.0	0.0	9.75882	0.0	0.0	0.0	0.0	0.0	0.0	0.69775	0.73372	4.59724	0.0	0.0	0.70386
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	True	True	False	curated	False	1.88838	36.2222	0.0	4.75411	2.02199	1.90702	9.0322	43.36602	0.0	11.89793	9.16581	9.05083	46.95624	81.29006	0.0	49.82197	47.08985	46.97488	9.91593	44.24975	0.0	12.78167	10.04955	9.93457	0.0	0.0	0.0	0.0	0.0	0.0	0.86098	35.1948	0.0	3.72671	0.99459	0.87962
CPI-SS0CBAA9BCC	HLA-A_KIR3DL1	simple:HLAA	simple:P43629	HLA-A	KIR3DL1	False	True	True	curated	False	861.94916	0.0	861.92923	0.0	903.25214	863.08827	533.04352	0.0	533.02359	0.0	574.3465	534.18263	1982.42105	0.0	1982.40112	0.0	2023.72403	1983.56016	1730.18618	0.0	1730.16625	0.0	1771.48916	1731.32529	1995.58851	0.0	1995.56858	0.0	2036.89149	1996.72762	2152.69648	0.0	2152.67654	0.0	2193.99945	2153.83559
CPI-SS00F977575	BMP10_KIR3DL1	simple:O95393	simple:P43629	BMP10	KIR3DL1	True	False	True	IMEx,IntAct	False	0.45604	0.0	0.4361	0.0	41.75901	1.59515	0.64943	0.0	0.6295	0.0	41.95241	1.78854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36869	0.0	0.34876	0.0	41.67167	1.5078
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	136.0988	0.0	136.07887	0.0	177.40178	137.23791	49.86232	0.0	49.84239	0.0	91.1653	51.00143	235.80355	0.0	235.78361	0.0	277.10652	236.94265	149.01448	0.0	148.99455	0.0	190.31746	150.15359	461.01787	0.0	460.99794	0.0	502.32085	462.15698	294.68394	0.0	294.66401	0.0	335.98692	295.82305
CPI-SS0B26EEF21	BMP10_GPR152	simple:O95393	simple:Q8TDT2	BMP10	GPR152	True	False	True	IMEx,IntAct	False	1.16263	0.0	1.0581	0.53769	3.94163	0.83795	1.35603	0.0	1.2515	0.73109	4.13503	1.03135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07529	0.0	0.97076	0.45034	3.85428	0.7506
CPI-SS094C06AA8	GAST_GPR152	simple:P01350	simple:Q8TDT2	GAST	GPR152	True	False	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03387	0.0	0.92934	0.40892	3.81286	0.70918
CPI-SS0268D47AD	CCL4_GPR152	simple:P13236	simple:Q8TDT2	CCL4	GPR152	True	False	True	IMEx,IntAct	False	21.86222	0.0	21.75769	21.23728	24.64122	21.53753	1.64006	0.0	1.53553	1.01511	4.41905	1.31537	1.59993	0.0	1.4954	0.97499	4.37893	1.27524	521.03035	0.0	520.92582	520.40541	523.80935	520.70567	2720.1538	0.0	2720.04927	2719.52886	2722.9328	2719.82912	1050.45187	0.0	1050.34734	1049.82693	1053.23087	1050.12718
CPI-SS016B111FE	IGF2_GPR152	simple:P01344	simple:Q8TDT2	IGF2	GPR152	True	False	True	IMEx,IntAct	False	0.98893	0.0	0.8844	0.36399	3.76793	0.66425	54.38011	0.0	54.27558	53.75516	57.1591	54.05542	3.11279	0.0	3.00826	2.48785	5.89179	2.78811	1.07419	0.0	0.96966	0.44924	3.85318	0.7495	0.0	0.0	0.0	0.0	0.0	0.0	1.06317	0.0	0.95864	0.43823	3.84217	0.73849
CPI-SS0714977CA	BDNF_GPR152	simple:P23560	simple:Q8TDT2	BDNF	GPR152	True	False	True	IMEx,IntAct	False	1.63534	0.0	1.53081	1.01039	4.41433	1.31065	3.8089	0.0	3.70437	3.18395	6.58789	3.48421	0.0	0.0	0.0	0.0	0.0	0.0	1.04502	0.0	0.94049	0.42008	3.82402	0.72034	2.19286	0.0	2.08833	1.56792	4.97186	1.86817	1.17279	0.0	1.06826	0.54785	3.95179	0.84811
CPI-SS000171CB7	IFNA8_GPR152	simple:P32881	simple:Q8TDT2	IFNA8	GPR152	True	False	True	IMEx,IntAct	False	1.27735	0.0	1.17282	0.65241	4.05635	0.95266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13653	0.0	1.032	0.51159	3.91553	0.81184	0.0	0.0	0.0	0.0	0.0	0.0	1.32812	0.0	1.22359	0.70317	4.10711	1.00343
CPI-SS0E1389B57	ADIPOQ_GPR152	simple:Q15848	simple:Q8TDT2	ADIPOQ	GPR152	True	False	True	IMEx,IntAct	False	3.37794	0.0	3.27341	2.753	6.15694	3.05325	1.82718	0.0	1.72265	1.20224	4.60618	1.5025	2.48836	0.0	2.38384	1.86342	5.26736	2.16368	1.87399	0.0	1.76946	1.24905	4.65299	1.5493	4.1616	0.0	4.05707	3.53666	6.9406	3.83692	3.43114	0.0	3.32661	2.8062	6.21014	3.10646
CPI-SS0A866903F	CCL4L2_GPR152	simple:Q8NHW4	simple:Q8TDT2	CCL4L2	GPR152	True	False	True	IMEx,IntAct	False	4.1253	0.0	4.02077	3.50035	6.90429	3.80061	1.0457	0.0	0.94117	0.42076	3.8247	0.72102	1.37501	0.0	1.27048	0.75007	4.15401	1.05032	146.31017	0.0	146.20564	145.68523	149.08917	145.98549	178.66433	0.0	178.55981	178.03939	181.44333	178.33965	471.71997	0.0	471.61544	471.09503	474.49897	471.39529
CPI-SS0BDD10277	HLA-F_KIR3DL2	simple:P30511	simple:P43630	HLA-F	KIR3DL2	False	False	True	curated	False	136.42824	0.0	0.0	135.82966	154.49137	139.57276	50.19176	0.0	0.0	49.59318	68.2549	53.33628	236.13298	0.0	0.0	235.53441	254.19612	239.2775	149.34392	0.0	0.0	148.74534	167.40705	152.48844	461.34731	0.0	0.0	460.74874	479.41045	464.49183	295.01338	0.0	0.0	294.4148	313.07652	298.1579
CPI-SS0987A89AE	HLA-B_KIR3DL2	simple:HLAB	simple:P43630	HLA-B	KIR3DL2	False	True	True	curated	False	1715.12785	0.0	0.0	1714.52928	1733.19099	1718.27237	746.55879	0.0	0.0	745.96022	764.62193	749.70331	2542.1565	0.0	0.0	2541.55792	2560.21963	2545.30102	3058.12796	0.0	0.0	3057.52938	3076.19109	3061.27247	3463.16767	0.0	0.0	3462.56909	3481.23081	3466.31219	3026.55405	0.0	0.0	3025.95547	3044.61718	3029.69856
CPI-SS0A76A8E97	HLA-F_LILRB2	simple:P30511	simple:Q8N423	HLA-F	LILRB2	False	False	True	curated	False	137.79836	135.88814	136.40825	229.31177	137.03101	136.25603	51.56188	49.65166	50.17178	143.0753	50.79453	50.01955	237.50311	235.59288	236.113	329.01652	236.73575	235.96077	150.71404	148.80382	149.32393	242.22745	149.94669	149.17171	462.71743	460.80721	461.32733	554.23085	461.95008	461.1751	296.3835	294.47328	294.99339	387.89692	295.61615	294.84117
CPI-SS0323A2952	INS_LILRB2	simple:P01308	simple:Q8N423	INS	LILRB2	True	False	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98944	0.07922	0.59933	93.50285	1.22209	0.44711
CPI-SS0EAB03260	CD1D_LILRB2	simple:P15813	simple:Q8N423	CD1D	LILRB2	False	False	True	curated	False	16.61841	14.70818	15.2283	108.13182	15.85105	15.07607	2.87606	0.96583	1.48595	94.38947	2.1087	1.33372	3.1285	1.21828	1.73839	94.64191	2.36115	1.58617	19.76702	17.85679	18.37691	111.28043	18.99966	18.22468	2.37753	0.4673	0.98742	93.89094	1.61018	0.8352	2.49176	0.58154	1.10166	94.00518	1.72441	0.94943
CPI-SS0DBA81CCF	HLA-G_LILRB2	simple:P17693	simple:Q8N423	HLA-G	LILRB2	False	True	True	curated	False	12.68321	10.77299	11.2931	104.19663	11.91586	11.14088	7.87695	5.96672	6.48684	99.39036	7.1096	6.33462	14.81464	12.90441	13.42453	106.32805	14.04728	13.2723	20.9372	19.02698	19.54709	112.45061	20.16985	19.39487	28.54067	26.63045	27.15057	120.05409	27.77332	26.99834	20.52242	18.6122	19.13231	112.03584	19.75507	18.98009
CPI-SS00150FB64	HLA-F_LILRB1	simple:P30511	simple:Q8NHL6	HLA-F	LILRB1	True	False	True	curated	False	174.22798	138.0862	136.71432	231.16012	158.01975	139.22571	87.9915	51.84973	50.47784	144.92364	71.78327	52.98923	273.93272	237.79095	236.41907	330.86486	257.72449	238.93045	187.14366	151.00188	149.63	244.0758	170.93543	152.14139	499.14705	463.00528	461.6334	556.07919	482.93882	464.14478	332.81312	296.67135	295.29946	389.74526	316.60489	297.81085
CPI-SS0EF2E7F3B	INS_LILRB1	simple:P01308	simple:Q8NHL6	INS	LILRB1	True	False	True	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.41906	2.27728	0.9054	95.3512	22.21083	3.41679
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	49.11283	12.97106	11.59917	106.04497	32.9046	14.11056	44.30657	8.16479	6.79291	101.2387	28.09834	9.30429	51.24426	15.10248	13.7306	108.17639	35.03602	16.24198	57.36682	21.22504	19.85316	114.29895	41.15859	22.36454	64.97029	28.82852	27.45664	121.90243	48.76206	29.96802	56.95204	20.81027	19.43838	113.88418	40.74381	21.94977
CPI-SS0830AF8E6	GAST_CCKBR	simple:P01350	simple:P32239	GAST	CCKBR	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62987	0.0	0.0	0.0	0.13622
CPI-SS00AD71822	CCK_CCKBR	simple:P06307	simple:P32239	CCK	CCKBR	True	False	True	guidetopharmacology.org	False	0.0	0.87545	0.0	0.0	0.0	0.3818	0.0	0.78966	0.0	0.0	0.0	0.29601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64281	0.0	0.0	0.0	0.14916
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	True	False	True	curated	False	21.43772	0.0	0.0	47.94581	28.59489	83.02933	1.21556	0.0	0.0	27.72365	8.37273	62.80717	1.17543	0.0	0.0	27.68352	8.3326	62.76704	520.60585	0.0	0.0	547.11394	527.76302	582.19747	2719.7293	0.0	0.0	2746.23739	2726.88647	2781.32092	1050.02737	0.0	0.0	1076.53546	1057.18454	1111.61898
CPI-SS0C090A257	CCL3_CCR5	simple:P10147	simple:P51681	CCL3	CCR5	True	False	True	curated	False	4.59964	0.0	0.0	31.10772	11.7568	66.19125	1.87631	0.0	0.0	28.3844	9.03348	63.46792	0.0	0.0	0.0	0.0	0.0	0.0	889.03576	0.0	0.0	915.54384	896.19293	950.62737	1513.14402	0.0	0.0	1539.65211	1520.30119	1574.73564	223.93285	0.0	0.0	250.44094	231.09002	285.52446
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	True	False	True	curated	False	151.11335	0.0	0.0	177.62143	158.27052	212.70496	62.29158	0.0	0.0	88.79967	69.44875	123.88319	68.89886	0.0	0.0	95.40694	76.05603	130.49047	71.13251	0.0	0.0	97.6406	78.28968	132.72412	2070.76707	0.0	0.0	2097.27515	2077.92424	2132.35868	1619.11516	0.0	0.0	1645.62324	1626.27233	1680.70677
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	24.91319	28.37001	33.16326	22.6941	22.21862	24.22827	4.69103	8.14785	12.9411	2.47194	1.99646	4.0061	4.65091	8.10772	12.90097	2.43181	1.95633	3.96598	524.08133	527.53814	532.33139	521.86224	521.38675	523.3964	2723.20478	2726.66159	2731.45484	2720.98569	2720.5102	2722.51985	1053.50285	1056.95966	1061.75291	1051.28375	1050.80827	1052.81792
CPI-SS03105D292	CSF1_SLC7A1	simple:P09603	simple:P30825	CSF1	SLC7A1	True	False	True	I2D	False	4.26617	7.72298	12.51623	2.04708	1.57159	3.58124	36.37925	39.83606	44.62932	34.16016	33.68468	35.69432	24.4266	27.88341	32.67666	22.2075	21.73202	23.74167	8.10487	11.56169	16.35494	5.88578	5.4103	7.41994	6.47537	9.93218	14.72544	4.25628	3.7808	5.79044	25.01137	28.46818	33.26144	22.79228	22.3168	24.32644
